gene	oe_lof
NPY1R	0.36571
LANCL3	0.36559
MCC	0.62583
RNF180	0.52644
SPG20	0.54451
SLCO4C1	0.565
TEP1	0.7085
KRT13	0.46455
RTFDC1	0.46435
QSOX2	0.5515899999999999
DCTPP1	0.17669
CDC20	0.54394
MCM10	0.62122
NEU1	0.49404
ENAM	0.6037100000000001
LALBA	0.17687999999999998
RAB40C	0.39868000000000003
ABCA5	0.66905
EEF1D	0.53632
MRE11A	0.60473
BOD1	0.26644
IMPAD1	0.39918000000000003
PRDM5	0.5824699999999999
ERCC6-PGBD3	0.52798
ACCS	0.53638
NARG2	0.6116
CEP128	0.65769
CWF19L2	0.6007600000000001
ZNF350	0.46476000000000006
CDC42BPG	0.6674
GGN	0.44692
CARS2	0.55289
GUCY1A3	0.56013
PLAUR	0.42583000000000004
TM7SF3	0.55307
VEGFA	0.50762
VPS41	0.63864
C1orf43	0.44735
GIN1	0.50745
MMP11	0.50752
GDF10	0.42568
MGAM	0.69065
NUP43	0.50749
MGME1	0.44732
TARS2	0.60607
VSTM2L	0.26736
PER3	0.63671
FAM184B	0.63158
ARMCX3	0.17735
TARBP1	0.66087
FBXO6	0.39992
MPP2	0.5461199999999999
EBI3	0.32554
PI4K2A	0.53783
LAMC3	0.66125
RFTN2	0.51936
MUC5AC	0.56762
ZCCHC17	0.4266
TMEM33	0.42653
BBS9	0.63475
EFCAB5	0.66037
STXBP2	0.56139
DERL1	0.48225
C6orf132	0.53864
CABLES2	0.48276
FKTN	0.53837
POR	0.58462
FOXH1	0.36796999999999996
LARP7	0.55425
PIK3IP1	0.4004
PUS7L	0.53013
C11orf68	0.26786
ZIM2	0.44878
SLC45A3	0.4269
TROAP	0.59505
WISP3	0.46696000000000004
PRKAB1	0.42701999999999996
UFL1	0.60754
B3GALNT2	0.5473
JAM3	0.46737
FAM104A	0.26771999999999996
KRT6A	0.49681000000000003
ADSSL1	0.54723
MYO5C	0.6955100000000001
CUTC	0.46796000000000004
RP11-192H23.4	0.49751000000000006
LIAS	0.5100600000000001
KIAA0930	0.4973
NIPAL3	0.4975
FHL3	0.45011999999999996
FES	0.62589
CCDC40	0.63767
STRA8	0.46821
TMEM19	0.42787
NR2C2AP	0.26855
URB2	0.6400100000000001
C9orf84	0.65994
CCDC102A	0.49877
SLC9B2	0.5219600000000001
KRT14	0.48494
PDXDC1	0.60549
ETV4	0.5642699999999999
FXYD1	0.26868000000000003
ANKLE2	0.59338
NUGGC	0.60634
TMEM59L	0.46921999999999997
VSIG8	0.48533999999999994
TADA2A	0.5713600000000001
BTNL3	0.46963999999999995
DDX53	0.0
SPATA2L	0.37018
SMYD2	0.53289
TTC6	0.67247
VPS72	0.48528000000000004
PRRT4	0.46967
TLR6	0.51179
RGS9	0.62459
MTL5	0.51243
LRRC37A3	0.5889800000000001
FRRS1	0.57776
GTF2F2	0.4858
DDB2	0.5233899999999999
PTGDS	0.42956000000000005
MECR	0.51227
TNFRSF10B	0.48623
HOXD8	0.32797
IQGAP3	0.69194
JRKL	0.48586999999999997
MYO7A	0.7018399999999999
PTAFR	0.26949
UBE2C	0.32827
OLIG1	0.0
MFAP5	0.43004
CCDC12	0.37116
CDHR2	0.65455
CCSAP	0.32844
CDC26	0.0
FKBP10	0.53478
CTNNA3	0.61255
ZNF667	0.53485
TMEM249	0.3288
PTCH2	0.63549
FTO	0.55979
CD101	0.61616
WDR17	0.67184
L3MBTL4	0.60001
CA3	0.45245
GPR45	0.32886
UNG	0.45246000000000003
HHIPL1	0.53514
CPLX3	0.27053
LIPE	0.60526
MTCP1	0.17951
MROH8	0.63635
KIAA1644	0.37201
RNF149	0.47186999999999996
TMEM163	0.37208
TPH2	0.5527
KIF22	0.58553
ARHGEF25	0.5909800000000001
SLC35G2	0.37208
WDR25	0.51478
C4orf32	0.0
HIPK4	0.51481
DCAF13	0.5866399999999999
SMAD9	0.50247
NUCB1	0.56106
BNIP2	0.50227
CCHCR1	0.6402399999999999
FAM47E	0.45343
IPO4	0.64968
TTC21B	0.67797
DDX56	0.56071
MICA	0.43151000000000006
GPN2	0.4052
CYB5R3	0.48877
AK7	0.6187699999999999
SCG2	0.51558
GSTP1	0.40571
MANEAL	0.43201000000000006
C14orf1	0.27105
PLAU	0.53666
TMEM35	0.0
CCDC104	0.51535
WDR76	0.58102
DNAJB1	0.37277
TNFSF11	0.43238999999999994
ERO1LB	0.58115
F13B	0.5867899999999999
PLCB2	0.6574399999999999
TCEA2	0.4731
FERMT1	0.60248
IFT20	0.33036
MALRD1	0.6601600000000001
CDH3	0.59322
TRIM32	0.45498999999999995
TWF1	0.5165
LIMA1	0.59404
ST8SIA5	0.4737
SHMT2	0.56323
CYGB	0.33089
ZBTB39	0.49005
PUS1	0.45511999999999997
SOX3	0.18037
PROM2	0.63042
ANKRD18A	0.59923
FAM21C	0.61719
NICN1	0.37421
OSTF1	0.45556
CCDC82	0.55601
SLC43A3	0.5385300000000001
MYH6	0.6965399999999999
STARD3NL	0.4336
AC004381.6	0.60418
OCA2	0.62059
MFSD11	0.5286
ARHGAP28	0.5833699999999999
LMOD2	0.47522
SIRT7	0.47468999999999995
SNX19	0.60914
CATSPERG	0.66264
NOC3L	0.6288600000000001
RAB27B	0.3745
GCGR	0.53897
LARS2	0.64405
STK11IP	0.65866
TBC1D31	0.65864
ACACB	0.7204
GOLT1A	0.27234
CRTAP	0.47503
CDK2AP1	0.18073
USH2A	0.75645
XDH	0.66847
CYP26C1	0.4565
HAVCR2	0.37463
TBL2	0.49153
TMEM45A	0.43493000000000004
ACTG1	0.4346
C16orf47	0.18102000000000001
ARSD	0.45685
DDAH2	0.40807
VAMP7	0.40804
IFT122	0.67586
SNAPC2	0.33203
PCYT1A	0.5184300000000001
DCAF12	0.53971
WDR62	0.6735
SDHA	0.59627
CRISPLD2	0.57924
ZMYND10	0.55783
RAX	0.3325
STK33	0.54028
ARG2	0.49245
ARHGAP18	0.6109399999999999
FAM19A5	0.18124
CCDC135	0.6363
KCNJ13	0.40863
ZNF639	0.47658999999999996
GPD2	0.60246
PEX10	0.47658
BCAS1	0.55043
VPS37C	0.37566
NDUFC2-KCTD14	0.0
GLB1	0.59208
PAM16	0.27321
LOXL3	0.62384
NEK9	0.65149
PRSS54	0.33287
MRPL10	0.33266999999999997
SELE	0.59216
VTI1A	0.47662
CD9	0.43566000000000005
VIL1	0.6312800000000001
ORC5	0.54166
CLVS2	0.40945
GPR4	0.33326999999999996
NXF2	0.18162999999999999
CREBZF	0.33314
PARK2	0.55057
FAM117A	0.50756
SPIRE2	0.5868800000000001
SNAP29	0.40939000000000003
STK36	0.6701600000000001
CDS2	0.55114
NSMCE2	0.3765
DBP	0.27392
RAD54B	0.6211899999999999
KIAA1875	0.67611
AP1S1	0.3335
CD163L1	0.6845399999999999
LRRC55	0.37668
ARL9	0.18191
PLA2G6	0.59842
NEK1	0.68272
DLAT	0.5752
NLGN4Y	0.3341
LRRC3B	0.18215
PINLYP	0.0
SLC38A10	0.59945
UBE2G2	0.33399
CCDC174	0.56791
FOXS1	0.27416
PCOLCE	0.509
FAM134B	0.53251
FZD10	0.47844
FGF1	0.18218
GALNT3	0.58178
MDFIC	0.37722
SH2D4B	0.53268
NARS2	0.56815
TRPV2	0.6221300000000001
ENO1	0.52198
GPSM2	0.6048
SPDYE4	0.45973
ADAM15	0.64593
RNF212	0.45996000000000004
PROC	0.5220600000000001
GALT	0.5433899999999999
HN1L	0.27444
ABCA6	0.6887300000000001
C11orf82	0.58883
FAM21B	0.47858
FAM47E-STBD1	0.43811000000000005
TUBA3C	0.43828
FABP3	0.18245
SCAMP4	0.43837
MANEA	0.47925
THAP7	0.41118999999999994
HCRTR1	0.49572
FAM20A	0.5615100000000001
TBRG1	0.49571000000000004
CARNS1	0.54414
KLF10	0.43823
PIGU	0.52244
GFI1B	0.47917
MCIDAS	0.41136000000000006
C14orf105	0.48003999999999997
IFT52	0.54457
ITGAD	0.67156
TCIRG1	0.62763
OR52I2	0.18263
LRRC31	0.54492
ZSCAN12	0.56245
N4BP3	0.51057
EFCAB4B	0.61606
BTBD9	0.58412
RNF133	0.37828
POLK	0.62434
PDE6C	0.64748
RNF219	0.57
ADCYAP1R1	0.59623
DNAJC9	0.43915
HTR2C	0.37871
PIGH	0.27555
ATP5F1	0.46176999999999996
VWA7	0.61202
TADA3	0.5112
ANKRD55	0.5707899999999999
IL17RC	0.63612
TRIM14	0.43923
C3orf58	0.48049
BCKDK	0.5111
CATSPERB	0.6566
ZNF471	0.53514
CMTM4	0.27559
ZNF7	0.56276
HIRIP3	0.5455399999999999
BUD31	0.27534000000000003
RAB11FIP1	0.6068600000000001
TMEM150C	0.41235
SYNC	0.52393
GPR139	0.37901999999999997
ALAD	0.51159
FGFR4	0.6257699999999999
SLC30A6	0.58523
PLA2R1	0.70024
THEMIS	0.54614
ST7L	0.5916399999999999
NXPH4	0.27595
MDK	0.27591
OPLAH	0.65161
POLR3B	0.68091
ANKRD31	0.67323
GPR20	0.18320999999999998
LPIN3	0.6299600000000001
LTV1	0.5722
LPAR2	0.37966
SLC2A12	0.51241
DDX55	0.57957
SLC24A4	0.6140100000000001
ACOX2	0.60407
MRPS27	0.5473
TTLL1	0.537
LSR	0.5726899999999999
TMEM240	0.27646
TRAF3IP3	0.62316
ARHGDIA	0.38028
NEUROD4	0.33663000000000004
LCMT1	0.52633
TBCK	0.6454
ZNF91	0.18383
ELN	0.63859
STK3	0.55685
IFRG15	0.1839
MARS2	0.51367
BANF1	0.0
ZNF862	0.61974
ZNF699	0.5385
ENTPD7	0.61552
MTURN	0.18398
COL23A1	0.62878
FBF1	0.67197
FGFR1OP2	0.4831
SLX4	0.68004
TIMM8A	0.0
SIDT1	0.64307
AC037459.4	0.41496000000000005
MCM9	0.63612
SLC35D3	0.3812
CH25H	0.27747
TJAP1	0.5272100000000001
PDLIM1	0.46476999999999996
OBSCN	0.79291
ZIC4	0.48363999999999996
CASP7	0.5148
DHPS	0.50024
DLL3	0.51481
ZNF529	0.51478
SLC35C2	0.46487
MRPS31	0.51453
DPM1	0.50054
RAD50	0.69568
HGFAC	0.5826600000000001
TRIM59	0.46553999999999995
LEPROT	0.1844
OR10A7	0.18441
VSX1	0.38179
MRPL48	0.4428
PYGM	0.63373
ALMS1	0.74774
CCDC47	0.5759
TIGD2	0.51568
OTOF	0.72316
MATN2	0.6382
CEBPG	0.18463
MPND	0.51595
FHOD1	0.6552600000000001
NPY2R	0.38268
PARD6G	0.33888
HS3ST6	0.18495
SUCLG1	0.48533000000000004
TRNT1	0.5021100000000001
TRAFD1	0.5837899999999999
POLR2F	0.41644
KCTD15	0.38271
HLCS	0.58433
KBTBD3	0.54069
PLD1	0.67695
PCDHA1	0.57707
KRI1	0.64562
DDX59	0.56021
NDP	0.0
RPGRIP1	0.68697
POLR3A	0.68666
NMNAT1	0.38315
CYP19A1	0.52957
IMPA1	0.48596000000000006
LRRC45	0.61895
PRDX3	0.44458000000000003
FOCAD	0.72048
PTGES3L-AARSD1	0.59763
COL25A1	0.6667
ZFP3	0.46703999999999996
LMLN	0.64327
SKIV2L	0.68433
LAPTM4A	0.44453000000000004
FBXO7	0.56085
ARNTL2	0.60443
LRRC10	0.18539
CARD8	0.5523
HSDL2	0.51768
ZNF436	0.51782
OBSL1	0.69503
C8orf88	0.18527000000000002
GRPR	0.27901
PCGF6	0.51748
GPRC5C	0.48656000000000005
SLC37A4	0.53063
STRC	0.65086
HFE2	0.44471000000000005
NHLRC1	0.33974
UBXN6	0.54166
AGK	0.59217
COLGALT1	0.5779
FREM3	0.6722100000000001
EIF2A	0.59183
VDR	0.5304800000000001
XPNPEP3	0.5861
CPM	0.5312
SKAP1	0.5706899999999999
MOB1B	0.38402
GABPB2	0.54247
CR2	0.67094
PCDHA5	0.57853
CTSA	0.59299
SERPINB9	0.4179
LRRC8E	0.55318
TULP3	0.55293
SDR9C7	0.41788000000000003
GCG	0.38464
NUDT5	0.46847
IFT74	0.6345
RNASEH2A	0.44583
ACR	0.41873
AIDA	0.50403
CYB5B	0.34063000000000004
C1orf228	0.5317
LIMS2	0.51883
TSC22D3	0.18567
FBXL18	0.50416
SARDH	0.6554800000000001
OR51J1	0.18564
PCDHGB3	0.5716100000000001
A1CF	0.60537
SYNPR	0.44561000000000006
SDR16C5	0.41853999999999997
AQP1	0.34085
CMTM6	0.18598
ERRFI1	0.4192
C17orf103	0.0
ORC1	0.64608
CYP11A1	0.56386
KIRREL2	0.6063
DCST2	0.63049
STRIP2	0.6534
ZKSCAN8	0.57263
RSPH10B	0.5446300000000001
MMAB	0.44688999999999995
TSEN54	0.57282
ELP2	0.67737
SCRT1	0.28026
STAB2	0.7557
PARS2	0.44703999999999994
KRBOX4	0.0
SNF8	0.48933000000000004
LRRD1	0.55542
THSD1	0.58121
C14orf37	0.57335
CHAT	0.61822
ACAD11	0.65081
CHDH	0.5551699999999999
TTC21A	0.69439
ITGAE	0.679
TTF2	0.68982
DGCR2	0.54552
KCTD19	0.65158
RBP2	0.28104
IYD	0.448
CKS1B	0.18654
DHFR	0.3861
DNASE2	0.49018
SLC6A7	0.60834
HKDC1	0.64837
NIPAL4	0.4704
SLC12A7	0.66756
PPT1	0.5215
TTC3	0.73295
FAM184A	0.68645
KIF24	0.66759
TIE1	0.6774399999999999
TANGO2	0.5074
CYP2S1	0.5222100000000001
TMEM98	0.42118
CCKAR	0.44891000000000003
ERMP1	0.63471
ZMYND15	0.62981
AFAP1L1	0.64656
COMMD1	0.2815
HHATL	0.57521
PEBP1	0.34276999999999996
DRG2	0.56691
FANCD2	0.7147600000000001
LRMP	0.60944
SIGLEC14	0.47223000000000004
GPR56	0.61011
COQ2	0.47239
MAATS1	0.64328
HERC6	0.65084
LHCGR	0.58373
RAB3IP	0.59155
CHMP3	0.4496
CCDC85A	0.5360699999999999
RHOG	0.18721
PPIL4	0.60435
RNF103-CHMP3	0.4496
CRB2	0.6513399999999999
TMEM169	0.42225
USH1C	0.67235
DHX32	0.60549
NT5DC1	0.56776
SLC15A1	0.6397
SPTSSA	0.0
MEF2BNB-MEF2B	0.44988999999999996
CHRDL2	0.5585100000000001
PEAR1	0.68195
NXT1	0.0
SCLT1	0.66138
DPYSL4	0.5926899999999999
GEMIN7	0.0
ARMCX5	0.38868
METTL13	0.60618
RPIA	0.50972
IL4I1	0.45048
MPDZ	0.7328
C5orf30	0.18795
BPIFC	0.57828
BBS5	0.54951
KHNYN	0.59354
SAPCD2	0.45088999999999996
C9orf147	0.0
ZNF74	0.55992
NSL1	0.45111999999999997
GTF3C5	0.5930300000000001
SPICE1	0.6563100000000001
EID1	0.18794
PCDHGA1	0.5786600000000001
RPL36A	0.18798
CYBRD1	0.42371000000000003
PYGB	0.65312
ITIH3	0.64595
ATP5G1	0.18815
TMEM210	0.0
PADI2	0.62389
ZNF697	0.4512
SH2B2	0.53825
PFKFB1	0.5707899999999999
FANCE	0.56115
MRPS22	0.53899
MDM1	0.63446
KY	0.61968
LRP10	0.58708
CEL	0.56074
WDR27	0.66993
CES4A	0.57053
DDX19B	0.57945
CNTRL	0.75664
ADCY4	0.6781699999999999
ENOX2	0.56095
FAM71E2	0.60782
MRPL47	0.49441999999999997
UBA7	0.66983
SLC25A43	0.34529
ZNF720	0.28348
DPPA3	0.28351
FAM131C	0.42444
PPP2R3B	0.58759
AGBL2	0.66457
POGLUT1	0.59519
TTC9B	0.28369
GABRR2	0.53956
SAMM50	0.60249
MARCH2	0.39005
ATF3	0.34565999999999997
PANK3	0.52666
KIAA1683	0.59551
QRSL1	0.58822
OPN3	0.47606000000000004
DNAJC27	0.47601000000000004
PAX4	0.49541
DUSP12	0.5121
TMEM55A	0.49562
BEST4	0.55147
PCCB	0.59613
LGI2	0.56252
ATP6V1D	0.52683
LSG1	0.63595
CCDC41	0.65172
ZNF32	0.39121999999999996
PGBD1	0.6159100000000001
KIF27	0.7036100000000001
MYH13	0.7391300000000001
PRKX	0.39119
ERCC4	0.64154
FCN3	0.45406
NMU	0.49677
RXFP1	0.6412
SOX15	0.28467
PARVG	0.54156
C1QL4	0.18905999999999998
ABCC3	0.71149
ZNF180	0.5818800000000001
LSP1	0.5634399999999999
TG	0.76457
TRIM56	0.51335
EPO	0.42628999999999995
CD46	0.57297
MFGE8	0.52859
TTC4	0.55375
GDAP2	0.61143
IQCB1	0.6420600000000001
TMPRSS13	0.59802
LAP3	0.58278
TM9SF1	0.58233
PLCD4	0.65059
UPP2	0.47738
H1F0	0.0
MCCC2	0.6279100000000001
CCDC159	0.5536800000000001
POLR2D	0.28517
GPRC5D	0.47828000000000004
ABCD4	0.6427
ZBTB8B	0.47803
MYL3	0.3474
PCDHGA3	0.59135
PROP1	0.3476
TARSL2	0.66183
NAP1L3	0.3474
CWC27	0.5747399999999999
CYSTM1	0.18974000000000002
SLC17A2	0.56555
ASB3	0.58387
MBIP	0.5433899999999999
SMYD3	0.58372
PMPCB	0.59222
GALNT6	0.6128899999999999
DLGAP5	0.65941
DOLK	0.47873999999999994
GPR75-ASB3	0.58387
GCNT7	0.3482
SFT2D2	0.42788000000000004
TBCB	0.42816000000000004
RFC4	0.57558
OTOGL	0.7602800000000001
MLPH	0.61946
TMEM8A	0.6196
CYB561A3	0.42855
PFN2	0.19022999999999998
RPP40	0.51651
CDC42EP4	0.2863
ESM1	0.28633000000000003
SLC36A1	0.5666899999999999
ANKRD24	0.67075
RNF13	0.49918999999999997
KLHDC1	0.5929300000000001
ST8SIA4	0.49948000000000004
HSD17B12	0.4992
CCDC163P	0.19037
F7	0.54513
GSTA4	0.42876000000000003
FUCA2	0.57705
MCCC1	0.64112
PRDX2	0.34918000000000005
SGSM3	0.66498
RIN3	0.62054
POPDC3	0.42912
VTA1	0.4999
RP11-196G11.1	0.34899
TRAPPC1	0.34919
ACSS2	0.6550699999999999
NAGLU	0.60213
TMEM173	0.48098
UTP23	0.34936999999999996
ZBTB49	0.60175
MRPL39	0.5571
NLN	0.6421600000000001
RBM24	0.34931999999999996
CD80	0.42928
SERPINB5	0.45766999999999997
ZNF680	0.19067
LRRC58	0.45742
IL27RA	0.64231
ARHGAP15	0.60187
NOM1	0.62163
N4BP2L2	0.61582
MYOF	0.7658699999999999
DNTTIP2	0.6027600000000001
PIGQ	0.56848
MCF2L2	0.71087
GADD45B	0.28722
SSBP1	0.45788999999999996
CMYA5	0.76646
SRP9	0.19091
C7	0.66267
ATL3	0.61579
C12orf75	0.0
TBC1D32	0.71762
MCMDC2	0.6096199999999999
ICOS	0.39531
KCNK1	0.39571
POTEE	0.48188000000000003
NDUFAF1	0.45831000000000005
KARS	0.60997
UFC1	0.45848
DYM	0.65233
KCNS3	0.48185
CKS2	0.19113
PLXDC1	0.5879
PCDP1	0.67769
CLN3	0.58831
CPXM1	0.6438699999999999
EDAR	0.57003
ZNF25	0.53396
TIMM17B	0.35062
LRIG2	0.6834399999999999
SESN2	0.57982
ARMC3	0.65291
SLC25A46	0.5472600000000001
PCCA	0.66775
DPY19L2	0.65675
SLC3A2	0.59622
ZMYND12	0.53385
GLMN	0.64853
MIP	0.39639
C12orf65	0.28824
DONSON	0.58891
PALD1	0.6685
TACR1	0.5029399999999999
IL1RN	0.39653
AMPD3	0.64927
EPHX4	0.54815
KIAA0556	0.72775
AC087645.1	0.2881
TAGLN	0.35081
TOR1AIP1	0.6181800000000001
SLC44A4	0.66503
TGS1	0.6503
DUS2	0.6356
ZCRB1	0.46015
TIGD5	0.48326
MEGF6	0.73856
CRLF1	0.53542
CHML	0.5354
ANKRD30B	0.7017
ANKRD6	0.64063
OR52B1P	0.19188
NME7	0.56123
PCDHGA11	0.60611
BCL2A1	0.28893
UNC45B	0.67023
GSR	0.57157
HEATR6	0.70043
AFP	0.6419
ADAMTS8	0.63118
ROBO4	0.66985
RNF24	0.39729000000000003
FIBIN	0.19224000000000002
CISD2	0.19222999999999998
ABCA4	0.7633300000000001
PELO	0.43287
FUZ	0.54975
P2RY2	0.35218
ZNF175	0.59109
RPS6KL1	0.59091
HSCB	0.46086000000000005
IL12RB1	0.66743
TNMD	0.46108999999999994
DLEC1	0.74352
ANO9	0.67501
GCNT4	0.48523999999999995
ZNF696	0.28969
FYCO1	0.72318
ZNF772	0.52231
STMN3	0.35267
ZCCHC7	0.61442
LILRA6	0.53714
ZNRD1	0.28967
ALPK3	0.7161
NAT10	0.7064600000000001
LYSMD2	0.19234
TGIF1	0.43323999999999996
SCNN1A	0.644
SFXN4	0.59235
TMPRSS11E	0.58322
FCRL1	0.56279
DERA	0.50532
HLA-B	0.53786
COL24A1	0.75894
ILVBL	0.60823
HMGN1	0.28973000000000004
TMEM205	0.39849
PQLC1	0.43433
FAM20B	0.56379
CCDC138	0.63956
KLHL31	0.56321
KRTDAP	0.35325
COCH	0.59265
SIMC1	0.5633699999999999
ZNF311	0.60873
ZNF329	0.5060100000000001
SDE2	0.57412
SLC26A6	0.6546
NSUN4	0.57486
CYCS	0.0
GH1	0.39942
EPS8L3	0.66296
IAH1	0.46288
C18orf64	0.35419
POC5	0.5939399999999999
BRCA1	0.7311
ZFP30	0.58498
DARS2	0.65504
ARHGEF38	0.6238
IFIT5	0.52428
ZNF322	0.40004
ZNF813	0.0
DDC	0.6027100000000001
ELK4	0.46381999999999995
SAP18	0.3539
ATP6AP1L	0.39987
HSDL1	0.46371999999999997
COLGALT2	0.6353800000000001
STK16	0.5241100000000001
TBC1D4	0.7155199999999999
ZCCHC18	0.19314
P2RX7	0.64127
MICAL1	0.71029
CHKB	0.58602
ORAI2	0.29103
TYMP	0.52494
MRPL45	0.53991
EEF1E1	0.35441999999999996
HEXB	0.63026
ACSBG2	0.63613
TMPRSS11D	0.55342
B3GALT1	0.4357
WNT10B	0.5078699999999999
PAQR3	0.54032
FICD	0.43568
ARL6	0.43627
GLYATL1	0.46481000000000006
CD69	0.4007
KREMEN2	0.54062
GDF1	0.19355
ZNF484	0.61102
SNX7	0.5403899999999999
POLR1E	0.58675
CC2D1B	0.69443
DUSP1	0.43606999999999996
ZCCHC9	0.48835
ARG1	0.50836
CA6	0.5083300000000001
PHACTR1	0.0
IRF3	0.52572
TPPP	0.29185
PLA2G4D	0.66922
VWA3A	0.72335
GDNF	0.29174
UBASH3A	0.6372899999999999
GTF2B	0.52591
FBXL4	0.61185
NLRC4	0.6479600000000001
RBAK	0.61198
UEVLD	0.587
LRRC46	0.4886
SLFN14	0.61929
ICOSLG	0.50941
PDK2	0.56697
SEMA4F	0.65768
ZSCAN29	0.6379199999999999
ATP1B4	0.50917
GCNT1	0.46581999999999996
MEP1A	0.6577
C2orf43	0.50931
PRMT6	0.46573000000000003
FASTKD5	0.60535
INVS	0.69322
RP11-295P9.3	0.43704
C19orf38	0.43711000000000005
FMR1NB	0.35553
KCNA5	0.48933999999999994
CTD-3074O7.11	0.64369
IL12B	0.52664
ADCK2	0.58825
TXNDC2	0.0
TRIM43	0.43746
RMI1	0.56795
DUSP5	0.46611
TUBD1	0.57895
CD27	0.43742
RBMXL1	0.40214
TMEM50B	0.40188
TMEM70	0.40214
PNMAL1	0.46592
C11orf63	0.6541100000000001
CATSPERD	0.67491
COL6A5	0.76641
TYROBP	0.29248
ZNF454	0.56822
ARHGAP22	0.62092
PRKAA2	0.60616
TP53I13	0.528
TDRD10	0.55643
TM6SF2	0.54285
IGFBP6	0.40262
LRRC32	0.49058999999999997
FRZB	0.4901
LIX1L	0.51085
ALDH1L2	0.69239
COL22A1	0.76815
KNG1	0.6343300000000001
ADAM32	0.67999
ADAM33	0.68011
MTHFR	0.6343300000000001
TRMT2A	0.61448
SLC29A4	0.55707
ECM2	0.6220100000000001
CEP41	0.56915
BLVRA	0.5110399999999999
CCZ1	0.56922
OTUD3	0.54379
PBXIP1	0.64045
THBS4	0.6981
TMEM203	0.0
NVL	0.7017899999999999
RARS2	0.6694399999999999
SLC2A2	0.60768
RIN1	0.5906899999999999
CD3E	0.5118
TXN	0.29327
MME	0.6988800000000001
KBTBD7	0.56952
KRT9	0.58026
ZNF626	0.19489
KLHL40	0.57015
VPS51	0.6161
IMPA2	0.49216000000000004
CHI3L1	0.55848
PSMG1	0.51235
ANKMY2	0.57057
C17orf59	0.29361
DIS3L	0.69971
CASP1	0.54475
GLI1	0.66978
PKLR	0.59101
THOC3	0.40408
TUBGCP6	0.74484
COL19A1	0.74895
MYOT	0.6088
FLOT1	0.61661
SH3D21	0.65289
USP40	0.72896
EXO1	0.6624
FAM178B	0.66196
HOOK2	0.69786
YY2	0.1953
CCDC180	0.7631600000000001
MED9	0.19535
AQPEP	0.6921
C3orf67	0.64232
KIF7	0.71773
ACBD4	0.58267
SYT17	0.5595
SARS2	0.63126
ADAM8	0.67547
LY75	0.77254
LY75-CD302	0.77254
KRT80	0.57158
RNFT1	0.5824699999999999
KIAA1328	0.60995
TUSC3	0.57165
ZNF227	0.6430899999999999
HRAS	0.35846
GSG1	0.49371000000000004
THBS3	0.7147899999999999
FLVCR2	0.57225
TELO2	0.67202
DNA2	0.70231
CDO1	0.44092
PERP	0.35891
VHL	0.35884
HMOX1	0.4407
OAS1	0.54623
EGFLAM	0.70475
SCD5	0.49373999999999996
CALCR	0.62548
TRMT13	0.60285
PDSS1	0.61088
IER3	0.0
PIH1D1	0.53193
RELT	0.58344
CNGA1	0.6496
TMEM5	0.58349
PRMT10	0.6601
XIRP2	0.7827
C9orf72	0.58394
ADAMTS18	0.7429
LMAN2	0.53155
LMBRD1	0.6442
CCDC30	0.69706
PDZD11	0.29502
NUP37	0.56087
PDCD4	0.59335
NUBPL	0.56126
CENPW	0.19632
ALPK1	0.70887
ZNF286A	0.57352
FTCDNL1	0.19632
HRC	0.61919
LY6G5C	0.19623
CCDC42B	0.5149699999999999
LAMTOR2	0.29531
SEC61G	0.0
BCLAF1	0.67767
TCN2	0.58497
NT5DC4	0.6200399999999999
MTG2	0.51517
ANTXRL	0.6126
LIPC	0.59485
GPR52	0.44218
XKR3	0.36002
GGCX	0.6783899999999999
PTMS	0.29575999999999997
DNPEP	0.61233
POLI	0.6120800000000001
SPINK5	0.73969
HFM1	0.7502
TGM1	0.67009
ZNF232	0.54807
EGLN3	0.44283
POC1A	0.57492
GHRHR	0.60463
GPR144	0.68672
UMPS	0.53327
GLP2R	0.65167
ZNF557	0.407
CHEK1	0.61274
PRR16	0.36025
CSPP1	0.74378
KIAA1430	0.53358
KLF13	0.19668
CNDP2	0.60472
HEXIM2	0.4067
CRLS1	0.4723
ACO1	0.70276
CYP7B1	0.57497
ARHGAP10	0.6999
FAM76A	0.5632699999999999
LTA	0.29622
MGST2	0.36068
MARCH11	0.47213999999999995
SCARA5	0.5632
P2RX3	0.58597
SLC10A4	0.40721
SYNPO2L	0.64166
SUSD1	0.67147
TAB1	0.59596
ECD	0.66328
POC1B	0.61442
HS6ST2	0.4965
ITM2A	0.29641
QRICH2	0.74369
TLR2	0.58702
NPNT	0.64205
LRRC36	0.6583600000000001
HLA-F	0.55008
TMEM176A	0.44392
WDR78	0.69808
RSPH3	0.60587
TPH1	0.5965600000000001
ESPN	0.62985
DOK7	0.53515
GIPC3	0.44428999999999996
ACRBP	0.64265
RHOU	0.36138000000000003
AMHR2	0.64255
POMT1	0.6983699999999999
DUSP22	0.44423999999999997
TAGLN2	0.44411000000000006
FMN1	0.7044199999999999
HEATR2	0.64917
KLHL33	0.56495
MAD2L1	0.44475
RPL29	0.29727
AGAP2-AS1	0.40868000000000004
YPEL4	0.29708
RHBDF1	0.68577
PEX19	0.51827
ATG7	0.66033
HGD	0.61603
ANXA7	0.63772
AOX1	0.75345
OR2T4	0.29756
APOC2	0.19775
ASL	0.63779
CD200R1L	0.47441000000000005
NPC1L1	0.7164
ANKEF1	0.638
NNAT	0.19785999999999998
ZNF259	0.6249
